accepted_family,accepted_genus,accepted_name,species_name_raw,species_name,iucn,name_matched,overall_score,taxonomic_status,accepted_author,publicacion,colector,herbarios,nombre_comun,registro_dep,regiones_ecologicas,sinampe,herbarios_peruanos,observaciones,autor_from_papers
Piperaceae,Piper,Piper timbuchianum,535. Piper timbuchianum Trel.,Piper timbuchianum,NA,Piper timbuchianum,1,Accepted,Trel.,"Field Mus. Nat. Hist., Bot. Ser. 13(2): 243—144. 1936.",L. Williams 1036,F.,Desconocido.,LO.,BHA; altitud desconocida.,Sin registro.,Ninguno.,"Este taxón fue considerado por Brako & Zarucchi (1993) como un endemismo; sin embargo, no ha sido posible evaluarlo, ni asignarle una categoría.",NA
Piperaceae,Piper,Piper tocacheanum,536. Piper tocacheanum C. DC.,Piper tocacheanum,NA,Piper tocacheanum,1,Accepted,C. DC.,Prodr. 16(1):264. 1869.,E.F. Poeppig 1918,B.,Desconocido.,"HU, SM.",BHA; altitud desconocida.,Sin registro.,Ninguno.,"Este taxón fue considerado por Brako & Zarucchi (1993) como un endemismo; sin embargo, no ha sido posible evaluarlo, ni asignarle una categoría.",C.
Piperaceae,Piper,Piper tortuosivenosum,537. Piper tortuosivenosum Trel.,Piper tortuosivenosum,NA,Piper tortuosivenosum,1,Accepted,Trel.,"Field Mus. Nat. Hist., Bot. Ser. 13(2): 244. 1936.",Y. Mexia 6199,UC.,Desconocido.,AM.,BHA; 210 m.,Sin registro.,Ninguno.,"Este taxón fue considerado por Brako & Zarucchi (1993) como un endemismo; sin embargo, no ha sido posible evaluarlo, ni asignarle una categoría.",NA
Piperaceae,Piper,Piper transpontinum var. transpontinum,538. Piper transpontinum Trel. var. transpontinum,Piper transpontinum var. transpontinum,NA,Piper transpontinum var. transpontinum,1,Accepted,NA,NA,E.P. Killip & A.C. Smith 25352,US.,Desconocido.,JU.,BMHP; 700 m.,Sin registro.,Ninguno.,"Este taxón fue considerado por Brako & Zarucchi (1993) como un endemismo; sin embargo, no ha sido posible evaluarlo, ni asignarle una categoría.",NA
Piperaceae,Piper,Piper transpontinum var. ecordulatum,539. Piper transpontinum Trel. var. ecordulatum Trel.,Piper transpontinum var. ecordulatum,NA,Piper transpontinum var. ecordulatum,1,Accepted,Trel.,"Field Mus. Nat. Hist., Bot. Ser. 13(2): 245. 1936.",E.P. Killip & A.C. Smith 25055,US.,Desconocido.,JU.,BMHP; 680 m.,Sin registro.,Ninguno.,"Este taxón fue considerado por Brako & Zarucchi (1993) como un endemismo; sin embargo, no ha sido posible evaluarlo, ni asignarle una categoría.",NA
Piperaceae,Piper,Piper trichostylopse var. trichostylopse,540. Piper trichostylopse Trel. var. trichostylopse,Piper trichostylopse var. trichostylopse,NA,Piper trichostylopse var. trichostylopse,1,Accepted,NA,NA,J.F. Macbride 4646,F.,Desconocido.,PA.,BMHP; 600 m.,Sin registro.,Ninguno.,"No ha sido posible evaluar este taxón, ni asignarle una categoría. La localidad original fue citada para el departamento de Huánuco por Trelease (1936) y Brako & Zarucchi (1993), pero en realidad se halla hoy ubicada en Pasco.",NA
Piperaceae,Piper,Piper trichostylopse var. latum,541. Piper trichostylopse Trel. var. latum Trel.,Piper trichostylopse var. latum,NA,Piper trichostylopse var. latum,1,Accepted,Trel.,"Field Mus. Nat. Hist., Bot. Ser. 13(2): 245. 1936.",J.F. Macbride 4849,F.,Desconocido.,"HU, JU.",MA; 1500 m.,Sin registro.,Ninguno.,"Este taxón fue considerado por Brako & Zarucchi (1993) como un endemismo; sin embargo, no ha sido posible evaluarlo, ni asignarle una categoría.",NA
Piperaceae,Piper,Piper trichostylum,542. Piper trichostylum C. DC. DD,Piper trichostylum,DD,Piper trichostylum,1,Accepted,C. DC.,Bot. Jahrb. Syst. 40: 244. 1908.,A. Weberbauer 728,"B, G; MOL!.",Desconocido.,"CA, PU, SM.",BMHM; 1900— 3000 m.,PNC,MOL (lectotipo).,"Arbusto conocido de poblaciones dispersas, en las cuencas del Mayo, Llaucano y Huari Huari. Esta especie fue descrita de una planta recolectada en Puno. Se desconoce el estado actual de sus poblaciones.",C.
Piperaceae,Piper,Piper tristigmum,543. Piper tristigmum Trel. DD,Piper tristigmum,DD,Piper tristigmum,1,Accepted,Trel.,"Field Mus. Nat. Hist., Bot. Ser. 13(2): 246. 1936.",L. Williams 2029,F.,Desconocido.,LO.,BHA; altitud desconocida.,Sin registro.,Ninguno.,"Arbusto conocido de una localidad en la cuenca del Amazonas, muy cerca al límite con Colombia. Se desconoce el estado actual de sus poblaciones.",Trel.
Piperaceae,Piper,Piper ucayalianum,544. Piper ucayalianum Trel.,Piper ucayalianum,NA,Piper ucayalianum,1,Accepted,Trel.,"Field Mus. Nat. Hist., Bot. Ser. 13(2): 247. 1936.",G. Tessmann 3011,S.,Desconocido.,LO.,BHA; altitud desconocida.,Sin registro.,Ninguno.,"Arbusto recolectado en la cuenca del Ucayali, en 1923. No ha sido posible evaluar esta especie, ni asignarle una categoría.",NA
Piperaceae,Piper,Piper ulceratum var. ulceratum,545. Piper ulceratum Trel. var. ulceratum,Piper ulceratum var. ulceratum,NA,Piper ulceratum var. ulceratum,1,Accepted,NA,NA,L. Williams 6962,F.,Desconocido.,SM.,BMHP; 1350— 1500 m.,Sin registro.,Ninguno.,"Este taxón fue considerado por Brako & Zarucchi (1993) como un endemismo; sin embargo, no ha sido posible evaluarlo, ni asignarle una categoría.",NA
Piperaceae,Piper,Piper ulceratum var. angustifolium,546. Piper ulceratum Trel. var. angustifolium Trel.,Piper ulceratum var. angustifolium,NA,Piper ulceratum var. angustifolium,1,Accepted,Trel.,"Field Mus. Nat. Hist., Bot. Ser. 13(2): 248. 1936.",L. Williams 6982,F.,Desconocido.,SM.,BMHP; 1350— 1500 m.,Sin registro.,Ninguno.,"Este taxón fue considerado por Brako & Zarucchi (1993) como un endemismo; sin embargo, no ha sido posible evaluarlo, ni asignarle una categoría.",NA
Piperaceae,Piper,Piper unguiculatum,547. Piper unguiculatum Ruiz & Pav.,Piper unguiculatum,NA,Piper unguiculatum,1,Accepted,Ruiz & Pav.,"Fl. Peruv. 1: 34—35, t. 57, f. b. 1798.",H. Ruiz & J. Pavón s.n.,Sin datos.,Desconocido.,"HU, PA.",BMHP; altitud desconocida.,Sin registro.,Ninguno.,"Este taxón fue considerado por Brako & Zarucchi (1993) como un endemismo; sin embargo, no ha sido posible evaluarlo, ni asignarle una categoría.",NA
Piperaceae,Piper,Piper urubambanum,548. Piper urubambanum Trel.,Piper urubambanum,NA,Piper urubambanum,1,Accepted,Trel.,"Field Mus. Nat. Hist., Bot. Ser. 13(2): 249. 1936.",O.F. Cook & G.B. Gilbert 1122,US.,Desconocido.,CU.,BMHM; 1800 m.,Sin registro.,Ninguno.,"Este taxón fue considerado por Brako & Zarucchi (1993) como un endemismo; sin embargo, no ha sido posible evaluarlo, ni asignarle una categoría.",NA
Piperaceae,Piper,Piper velutininervosum,549. Piper velutininervosum Trel.,Piper velutininervosum,NA,Piper velutininervosum,1,Accepted,Trel.,"Field Mus. Nat. Hist., Bot. Ser. 13(2): 249. 1936.",E.P. Killip & A.C. Smith 24006,US.,Desconocido.,JU.,BMHP; 800—1300 m.,Sin registro.,Ninguno.,"Este taxón fue considerado por Brako & Zarucchi (1993) como un endemismo; sin embargo, no ha sido posible evaluarlo, ni asignarle una categoría.",NA
Piperaceae,Piper,Piper velutinum,550. Piper velutinum Kunth,Piper velutinum,NA,Piper velutinum,1,Accepted,Kunth,Nov. Gen. Sp. 1: 52. [1816]. 1815.,A. Humboldt 667,"B, P.",Desconocido.,"CA, PI.",Sin datos; 700— 1100 h.,Sin registro.,Ninguno.,"Este taxón fue considerado por Brako & Zarucchi (1993) como un endemismo; sin embargo, no ha sido posible evaluarlo, ni asignarle una categoría.",NA
Piperaceae,Piper,Piper veredianum,551. Piper veredianum Trel. DD,Piper veredianum,DD,Piper veredianum,1,Accepted,Trel.,"Field Mus. Nat. Hist., Bot. Ser. 13(2): 250. 1936.",L. Williams 2106,F.,Cordoncillo.,LO.,BHA; altitud desconocida.,Sin registro.,Ninguno.,"Arbusto conocido de una localidad en la cuenca del Amazonas, muy cerca al límite con Colombia. Se desconoce el estado actual de sus poblaciones.",Trel.
Piperaceae,Piper,Piper verruculaecaule,552. Piper verruculaecaule Trel.,Piper verruculaecaule,NA,Piper verruculaecaule,1,Accepted,Trel.,"Field Mus. Nat. Hist., Bot. Ser. 13(2): 250. 1936.",E.P. Killip & A.C. Smith 23025,US.,Desconocido.,AY.,BHA; 400 m.,Sin registro.,Ninguno.,"Arbusto recolectado en 1929, en la cuenca del Apurímac. No ha sido posible evaluar esta especie, ni asignarle una categoría.",NA
Piperaceae,Piper,Piper verruculaefolium,553. Piper verruculaefolium Trel.,Piper verruculaefolium,NA,Piper verruculaefolium,1,Accepted,Trel.,"Field Mus. Nat. Hist., Bot. Ser. 13(2): 250—251. 1936.",E.P. Killip & A.C. Smith 24089,US.,Desconocido.,JU.,BMHP; 700 m.,Sin registro.,Ninguno.,"Este taxón fue considerado por Brako & Zarucchi (1993) como un endemismo; sin embargo, no ha sido posible evaluarlo, ni asignarle una categoría.",NA
Piperaceae,Piper,Piper villosispicum,"554. Piper villosispicum Trel. EN, B1ab(iii)",Piper villosispicum,"EN, B1abiii",Piper villosispicum,1,Accepted,Trel.,"Field Mus. Nat. Hist., Bot. Ser. 13(2): 251. 1936.",E.P. Killip & A.C. Smith 26178,US.,Desconocido.,JU.,BMHP; 625—900 m.,Sin registro.,Ninguno.,"Árbol conocido de poblaciones dispersas en las cuencas del Mayo y Tulumayo. Al parecer, no ha vuelto a ser recolectada en la última cuenca desde 1929. Quijano-Abril et al. (2006) la reconocieron como un endemismo, para un análisis biogeogáfico del género. Amenazas a sus poblaciones provienen de la deforestación.",Trel.
Piperaceae,Piper,Piper viridilimbum,555. Piper viridilimbum Trel.,Piper viridilimbum,NA,Piper viridilimbum,1,Accepted,Trel.,"Field Mus. Nat. Hist., Bot. Ser. 13(2): 251. 1936. 1936.",E.P. Killip & A.C. Smith 22990,US.,Desconocido.,AY.,BHA; 400 m.,Sin registro.,Ninguno.,"Este taxón fue considerado por Brako & Zarucchi (1993) como un endemismo; sin embargo, no ha sido posible evaluarlo, ni asignarle una categoría.",NA
Piperaceae,Piper,Piper volubile,556. Piper volubile C. DC. DD,Piper volubile,DD,Piper volubile,1,Accepted,C. DC.,Bot. Jahrb. Syst. 40: 245. 1908.,A. Weberbauer 3444,B; MOL!.,Desconocido.,HU.,BMHP; 900—1000 m.,Sin registro.,MOL (lectotipo).,"Arbusto recolectado en 1903, de la cuenca del Monzón. Esta cuenca debería ser de interés para estudios botánicos y esfuerzos de conservación biológica, pues incluye varios otros endemismos y ha sido escasamente herborizada. Se desconoce el estado de sus poblaciones.",C.
Piperaceae,Piper,Piper woytkowskii,557. Piper woytkowskii Yunck. DD,Piper woytkowskii,DD,Piper woytkowskii,1,Accepted,Yunck.,"Brittonia 13(1): 60, f. 3. 1961.",F. Woytkowski 1455,"DPU, NY; MOL!.",Desconocido.,LO.,BMHM; 1500 m.,Sin registro.,MOL (isotipo).,"Arbusto conocido, al parecer sólo de una localidad, la que probablemente se encuentre en el recientemente creado Parque Nacional Cordillera Azul. Se desconoce el estado actual de sus poblaciones.",Yunck.
Piperaceae,Piper,Piper yananoanum,558. Piper yananoanum Trel.,Piper yananoanum,NA,Piper yananoanum,1,Accepted,Trel.,"Field Mus. Nat. Hist., Bot. Ser. 13(2): 252. 1936.",J.F. Macbride 3796,F.,Desconocido.,HU.,BMHM; 1800 m.,Sin registro.,Ninguno.,"Este taxón fue considerado por Brako & Zarucchi (1993) como un endemismo; sin embargo, no ha sido posible evaluarlo, ni asignarle una categoría.",NA
Piperaceae,Piper,Piper yessupianum,559. Piper yessupianum Trel. DD,Piper yessupianum,DD,Piper yessupianum,1,Accepted,Trel.,"Field Mus. Nat. Hist., Bot. Ser. 13(2): 252—253. 1936.",E.P. Killip & A.C. Smith 26373,US.,Desconocido.,PA.,BHA; 400 m.,Sin registro.,Ninguno.,"Arbusto registrado en 1929, de la cuenca del Pichis, en una localidad considerada en el departamento de Junín por Trelease (1936) y Brako & Zarucchi (1993), pero que se reconoce hoy en Pasco. Se desconoce el estado actual de sus poblaciones.",Trel.
Plantaginaceae,Plantago,Plantago limensis,1. Plantago limensis Pers. LC,Plantago limensis,LC,Plantago limensis,1,Accepted,Pers.,Syn. Pl. 1: 139. 1805.,H. Ruiz & J. Pavón s.n.,B.,Desconocido.,"AR, HU, JU, LI, LL, MO, TA.","DST, MDE, MA; 350—2700 m.",Sin registro.,HUT (8).,"Hierba anual, acaule, conocida de numerosas localidades dispersas en la costa, vertiente del Pacífico y valles interandinos. Esta especie tiene rangos ecológico y altitudinal amplios.",Pers.
Plantaginaceae,Plantago,Plantago sericea var. huancayensis,2. Plantago sericea Ruiz & Pav. var. huancayensis Rahn LC,Plantago sericea var. huancayensis,LC,Plantago sericea var. huancayensis,1,Accepted,Rahn,Bot. Tidsskr. 73: 111. 1978.,J. Soukup 1907,US.,Desconocido.,"AN, CA, HU, JU, LI, LL, PA.","PSH, PAR; 2890— 4100 m.",Sin registro.,HAO (2).,"Hierba conocida de numerosas localidades dispersas, en laderas con pajonales. Taxón descrito de una planta recolectada en 1943, de la cuenca del Mantaro.",Ruiz & Pav. var. huancayensis Rahn
Plantaginaceae,Plantago,Plantago tacnensis,3. Plantago tacnensis Pilg. DD,Plantago tacnensis,DD,Plantago tacnensis,1,Accepted,Pilg.,Repert. Spec. Nov. Regni Veg. 15: 424. 1919.,Woistchach 1891,B.,Desconocido.,TA.,DST; 800—900 m.,Sin registro.,Ninguno.,"Hierba anual descrita de una planta recolectada, probablemente, a inicios del siglo XX de un ambiente abierto y xérico en el sur del país. Podría estar representada en la flora de Chile.",Pilg.
Poaceae,Aristida,Aristida chiclayensis,"1. Aristida chiclayensis Tovar EN, B1a",Aristida chiclayensis,"EN, B1a",Aristida chiclayensis,1,Accepted,Tovar,"Publ. Mus. Hist. Nat. «Javier Prado», Ser. B, Bot. 32: 11. 1984.",R. Ferreyra 6047,US; MOL!.,Barba de chivato.,"CA, LA, LL, PI.","DCT, DST; 150—800 m.",Sin registro.,"HAO (3), MOL (isotipo).","Especie herbácea anual, conocida de la vegetación costera estacional, de poblaciones naturalmente fragmentadas, soamente del norte del país. Probablemente su presencia está influenciada por eventos El Niño. Amenazas a algunas de las poblaciones están asociadas a la expansión urbana.",Tovar
Poaceae,Aulonemia,Aulonemia humillima,2. Aulonemia humillima (Pilg.) McClure NT,Aulonemia humillima,NT,Aulonemia humillima,1,Accepted,(Pilg.) McClure,Smithsonian Contr. Bot. 9: 58. 1973.,E.H.G. Ule 6598,"B, US.",Desconocido.,"AM, JU, PA, SM.","BMHM, BMHP; 910—2000 m.",ACRCE,"AMAZ (2), USM (2).","Este bambú se conoce del norte y del centro del país, de lugares impactados por deforestación natural o antropogénica. Se estima que el área de presencia alcanza casi los 1000 km². Localmente forma poblaciones densas. La localidad tipo fue considerada originalmente en el departamento de Loreto, pero corresponde hoy a San Martín. Esta localidad, Cerro La Escalera, alberga otros endemismos y ha sido considerada en 2005, Área de Conservación Regional Cordillera Escalera.",Pilg. McClure
Poaceae,Bromus,Bromus striatus,"3. Bromus striatus Hitchc. VU, B1ab(iii)c(ii,iv)",Bromus striatus,"VU, B1abiiicii,iv",Bromus striatus,1,Accepted,Hitchc.,Contr. U.S. Natl. Herb. 24(8): 316. 1927.,A. Hitchcock 22386,"NY, US.",Soclla.,"AR, AY, LI, LL, MO.",DST; 250—700 m.,RNL,"HUT (10), MOL (2), USM (14).","Gramínea anual conocida de varias poblaciones dispersas, en ambientes naturalmente fragmentados, en la costa peruana. Las localidades más distantes se hallan separadas por más de 800 km. Todas las colecciones fueron hechas en las formaciones de lomas costaneras. Su rango geográfico es pequeño, menor de 5000 km². Sus poblaciones están sujetas a perturbación o destrucción de su hábitat debido a la acción humana.",Hitchc.
Poaceae,Cinnagrostis,Cinnagrostis cuzcoensis,"4. Calamagrostis cuzcoensis Tovar CR, B1ab(iii)",Calamagrostis cuzcoensis,"CR, B1abiii",Calamagrostis cuzcoensis,1,Synonym,"(Tovar) P.M. Peterson, Soreng, Romasch. & Barberá","Publ. Mus. Hist. Nat. «Javier Prado», Ser. B, Bot. 33: 11. 1985.",O. Tovar & S. Rivas-Martinez 8905,"MAF, MO, US; USM!.",Desconocido.,CU.,AA; 4230 m.,Sin registro.,USM (holotipo).,"Especie herbácea perenne, conocida de una localidad, en el sur del país. El hábitat de esta población puede estar afectado por actividades antropogénicas, como la quema y el pastoreo intensivo. Especie conocida sólo por el tipo, recolectado en 1981, en el Abra Málaga, en la carretera Cuzco-Quillabamba. Esta localidad se ubica a unos 10 km del Santuario Histórico Machu Picchu; es probable su presencia en aquella área protegida.",Tovar
Poaceae,Calamagrostis,Calamagrostis macbridei,5. Calamagrostis macbridei Tovar LC,Calamagrostis macbridei,LC,Calamagrostis macbridei,1,Accepted,Tovar,Mem. Mus. Hist. Nat. «Javier Prado» 11: 62. 1960.,J.F. Macbride & W. Featherstone 998,"MO, US.",Desconocido.,"AN, AY, CA, JU, PA, PU.","MA, PSH, PD, AA; 3260—4600 m.",PNH,USM (11).,"Esta gramínea perenne se conoce de varias localidades, en el centro y sur del país. Esta es una especie bastante frecuente en ecosistemas andinos y altoandinos. Las poblaciones son extensas y numerosas, y están presentes en un amplio rango altitudinal. Recolectas recientes y la amplitud de su distribución hacen suponer que el estado de conservación de sus poblaciones es de preocupación menor. Existe la posibilidad de su presencia en la Reserva Nacional de Junín, ya que la localidad de la colección tipo, Huarón, se encuentra a unos 20 km de esta área.",Tovar
Poaceae,Calamagrostis,Calamagrostis pungens,6. Calamagrostis pungens Tovar NT,Calamagrostis pungens,NT,Calamagrostis pungens,1,Accepted,Tovar,Mem. Mus. Hist. Nat. «Javier Prado» 11: 61. 1960.,E. Salaverry 106,"MO, US.",Desconocido.,"AN, HV, JU, LL.","PSH, PAR, AA; 3550—4560 m.",Sin registro.,"CPUN (1), USM (4).","Esta especie se conoce del norte y centro del país, donde es localmente frecuente. Ha sido recolectada consecutivamente durante los últimos 50 años. Las probables amenazas a sus poblaciones están asociadas a la remoción de suelos, por la actividad minera o la quema de pajonales para el pastoreo.",Tovar
Poaceae,Cinnagrostis,Cinnagrostis rauhii,"7. Calamagrostis rauhii Tovar EN, B1ab(iii)",Calamagrostis rauhii,"EN, B1abiii",Calamagrostis rauhii,1,Synonym,"(Tovar) P.M. Peterson, Soreng, Romasch. & Barberá",Mem. Mus. Hist. Nat. «Javier Prado» 11: 78. 1960.,W. Rauh & G. Hirsch P1724,"MO, US.",Desconocido.,"JU, LL.",AA; 4200—4500 m.,Sin registro.,USM (1).,"Esta especie se conoce de dos localidades, en el centro y norte del país, al parecer, no ha vuelto a ser recolectada desde 1982. Probablemente con una mayor exploración y recolecta de las partes altoandinas se contribuya al conocimiento de esta especie. Amenazas probables a sus poblaciones estén asociadas ciertamente a algunas prácticas agrícolas y la minería.",Tovar
Poaceae,Chusquea,Chusquea aspera,"8. Chusquea aspera L.G. Clark EN, B1a; D2",Chusquea aspera,"EN, B1a; D2",Chusquea aspera,1,Accepted,L.G. Clark,"Iowa State J. Res. 61(1): 113, f. 4 f-i. 1986.",J. Schunke V. 10178,"F, ISC, K, MO, SI, US, VEN.",Marona sin hueco.,"AM, CA, HU.",BMHM; 1600— 3000 m.,PNCA,USM (1).,"Este bambú trepador se conoce de varias localidades, en ambas vertientes andinas, pero localmente escasa. Según Tovar (1993) podría estar presente en otros bosques montanos. Los ambientes, de donde se conoce esta especie, están sujetos a deforestación. Las localidades más distantes entre ellas se hallan cerca de 600 km aparte.",L.G. Clark
Poaceae,Chusquea,Chusquea barbata,"9. Chusquea barbata L.G. Clark CR, B1a",Chusquea barbata,"CR, B1a",Chusquea barbata,1,Accepted,L.G. Clark,"Novon 3(3): 232, 235, f. 2. 1993.",A.H. Gentry et al. 42007,"ISC, MO, US; AMAZ!, USM!.",Desconocido.,PA.,"BMHP, BHA; 400—700 m.",BPSMSC,"AMAZ (isotipo), USM (isotipo).","Bambú conocido del único ejemplar recolectado en Pasco, en el bosque de protección San Matías-San Carlos cerca al Parque Nacional Yanachaga-Chemillén. Probablemente, con exploraciones y herborizaciones adicionales, en las zonas premontanas y bajas de Pasco, pueda contribuirse a adicionar información sobre las poblaciones de esta especie.",L.G. Clark
Poaceae,Chusquea,Chusquea decolorata,10. Chusquea decolorata Munro ex L.G. Clark DD,Chusquea decolorata,DD,Chusquea decolorata,1,Accepted,Munro ex L.G. Clark,"J. Amer. Bamboo Soc. 18(1): 25-28, 24, f. 1-2. 2004.",M. Pavón s.n.,"G, K, P.",Desconocido.,Sin datos.,Sin datos; altitud desconocida.,Sin registro.,Ninguno.,"No se conoce la localidad precisa, ni el año, en que fue recolectado el tipo. Se le asigna la categoría Datos Insuficientes. Se requiere aclarar su estado taxonómico y distribución; investigaciones futuras podrían mostrar muy bien que una clasificación de amenazado sería apropiada.",L.G. Clark
Poaceae,Chusquea,Chusquea huantensis,"11. Chusquea huantensis Pilg. VU, B1a; D2",Chusquea huantensis,"VU, B1a; D2",Chusquea huantensis,1,Accepted,Pilg.,Bot. Jahrb. Syst. 56(Beibl. 123): 29. 1920.,A. Weberbauer 5581,"MO, US.",Desconocido.,"AY, CU, HV.",BMHM; 2900— 3000 m.,Sin registro.,USM (1).,Bambú conocido solamente de los bosques montanos de tres localidades en el centro y sur del país. Aparentemente no ha vuelto a ser recolectada desde 1954.,Pilg.
Poaceae,Chusquea,Chusquea inamoena,"12. Chusquea inamoena Pilg. CR, B1ab(iii)",Chusquea inamoena,"CR, B1abiii",Chusquea inamoena,1,Accepted,Pilg.,Repert. Spec. Nov. Regni Veg. 1(10): 150. 1905.,A. Weberbauer 2295,"MO, US.",Desconocido.,JU.,BMHM; 2700 m.,Sin registro.,Ninguno.,"Bambú conocido solamente de una localidad, en el centro del país. Tovar (1993) la incluyó en la sinonimia de Chusquea serrulata, pero Clark (2000) considera a este bambú como una especie distinta, criterio con el cual concordamos. La zona original, en Huacapistana, está fuertemente afectada por la deforestación.",Pilg.
Poaceae,Chusquea,Chusquea picta,13. Chusquea picta Pilg. NT,Chusquea picta,NT,Chusquea picta,1,Accepted,Pilg.,Repert. Spec. Nov. Regni Veg. 1(10): 151. 1905.,H. Ruíz s.n.,"B, MO, US.",Desconocido.,"HU, PA, SM.",BMHM; 2550— 3350 m.,"PNRA, PNYC","HAO (1), HUT (1), USM (2).",Bambú conocido de cuatro localidades en el norte y centro de la vertiente oriental. Las recolectas recientes de esta especie provienen de áreas protegidas y poco se sabe de la situación de esta especie fuera de ellas.,Pilg.
Poaceae,Chusquea,Chusquea pubispicula,"14. Chusquea pubispicula Pilg. VU, B1ab(iii), D2",Chusquea pubispicula,"VU, B1abiii, D2",Chusquea pubispicula,1,Accepted,Pilg.,Repert. Spec. Nov. Regni Veg. 1(10): 148. 1905.,A. Weberbauer 688,US.,Sinua.,"CU, HV, PU.",BMHM; 2500— 3100 m.,SHMP,USM (4).,"Bambú que forma comunidades densas y que morfológicamente asemeja a Chusquea scandens. Se conoce de cuatro poblaciones en el sur del país. Tovar (1993) comentó la posibilidad que podría encontrarse en Bolivia. Se conoce del Santuario Histórico Machu Picchu, donde está sujeta a tala. Se le asigna la categoría Vulnerable por presentar un rango geográfico menor de 20000 km².",Pilg.
Poaceae,Chusquea,Chusquea smithii,"15. Chusquea smithii L.G. Clark CR, B1a",Chusquea smithii,"CR, B1a",Chusquea smithii,1,Accepted,L.G. Clark,"Iowa State J. Res. 61(1): 107, f. 2g-i. 1986.",D.N. Smith 7730,"ISC, K, MO, US; AMAZ!.",Desconocido.,PA.,"BPM, BMHM; 3350—3620 m.",PNYC,AMAZ (isotipo).,"Bambú conocido solamente de una población, en un área protegida. No ha vuelto a ser recolectada desde 1984, probablemente por lo poco herborizada que es la zona. No se conoce de amenazas a sus poblaciones.",L.G. Clark
Poaceae,Chusquea,Chusquea straminea,"16. Chusquea straminea Pilg. CR, B1ab(iii)",Chusquea straminea,"CR, B1abiii",Chusquea straminea,1,Accepted,Pilg.,Repert. Spec. Nov. Regni Veg. 1(10): 147. 1905.,A. Weberbauer 4408,"B, US; MOL!.",Desconocido.,AM.,BMHM; 2300— 2600 m.,Sin registro.,MOL (isotipo).,"Bambú conocido de una localidad en el norte del país, en la vertiente oriental, en la cuenca del Utcubamba. Tovar (1993) la consideró en la sinonimia de Chusquea scandens, pero Clark (2000) la segregó. El rango de distribución no supera los 100 km². Una recolecta adicional de Cajamarca (Diaz & Osores 2978 MO) probablemente represente este taxón. La compleja taxonomía de Chusquea y la falta de exploración, pues no ha vuelto a ser registrada desde 1904, contribuyen a su poco conocimiento.",Pilg.
Poaceae,Chusquea,Chusquea tarmensis,"17. Chusquea tarmensis Pilg. VU, B1a",Chusquea tarmensis,"VU, B1a",Chusquea tarmensis,1,Accepted,Pilg.,Repert. Spec. Nov. Regni Veg. 1(10): 151. 1905.,A. Weberbauer 2129,"B, US.",Desconocido.,"CA, CU, JU, PA.",BMHM; 2100— 2600 m.,Sin registro.,USM (3).,"Este bambú endémico es el de mayor rango geográfico, conociéndose de Cajamarca a Cusco. Crece asociado a bosques que reciben alta nubosidad y presentan abundantes musgos y helechos. Las recolectas más recientes provienen de los inicios de la década de 1980. No se conoce el estatus de las poblaciones, pero por su rango altitudinal podrían estar afectadas por la deforestación. Se considera esta especie Vulnerable esperando que promueva el interés por una evaluación detallada de la misma.",Pilg.
Poaceae,Poa,Poa amplivaginata,"18. Dissanthelium amplivaginatum Tovar VU, B1a",Dissanthelium amplivaginatum,"VU, B1a",Dissanthelium amplivaginatum,1,Synonym,(Tovar) Refulio,"Publ. Mus. Hist. Nat. «Javier Prado», Ser. B, Bot. 33: 7. 1985.",O. Tovar & S. Rivas- Martinez 9777,"MAF, US; USM!.",Desconocido.,AN.,AA; 4700—4870 m.,PNH,USM (holotipo+2).,"Esta gramínea se conoce solamente de unas pocas localidades, en la Cordillera Blanca, donde es localmente abundante. El hábitat de esta especie está en buen estado de conservación, por localizarse a altitudes cercanas a los 5000 m, generalmente poco accesibles para el ganado.",Tovar
Poaceae,Poa,Poa parvifolia,"19. Dissanthelium brevifolium Swallen & Tovar VU, B1ab(iii)",Dissanthelium brevifolium,"VU, B1abiii",Dissanthelium brevifolium,1,Synonym,Refulio,Phytologia 11(6): 375—376. 1965.,J.F. Macbride & W. Featherstone 933,"F, US.",Desconocido.,"JU, PA.",PSH; 4100—4115 m.,Sin registro.,Ninguno.,"Hierba perenne conocida de cuatro localidades, en el centro del país. Al igual que otras especies de la puna, probables amenazas a sus poblaciones están asociadas al pastoreo intensivo e incendios intencionales. No se hallaron recolectas de menos de diez años atrás.",Swallen & Tovar
Poaceae,Poa,Poa gigantea,"20. Dissanthelium giganteum Tovar VU, B1a",Dissanthelium giganteum,"VU, B1a",Dissanthelium giganteum,1,Synonym,(Tovar) Refulio,"Publ. Mus. Hist. Nat. «Javier Prado», Ser. B, Bot. 33: 8. 1985.",O. Tovar & S. Rivas- Martinez 9831,"MAF, US; USM!.",Desconocido.,"AN, JU.",AA; 4500—4870 m.,PNH,USM (holotipo+2).,"Esta especie se conoce del centro del país y se caracteriza por el tamaño grande de las macollas. Sin embargo, solamente tres poblaciones se conocen de esta especie. En la Cordillera Blanca crece junto con otra endémica, Dissanthelium amplivaginatum.",Tovar
